end_cod_mun,cod_cnae,cod_classe,nm_grupo,codigo_siafi,codigo_ibge,descricao
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4313400,43.13-4,Demolição e preparação do terreno,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399103,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330404,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4330403,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330403,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330403,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330403,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330405,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330405,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330405,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330405,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330405,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330402,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330402,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330402,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4330402,43.30-4,Obras de acabamento,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4322301,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8105,4205407,FLORIANOPOLIS
8105,4292802,42.92-8,Construção de outras obras de infraestrutura,8105,4205407,FLORIANOPOLIS
8105,4399199,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
8105,4399199,43.99-1,Outros serviços especializados para construção,8105,4205407,FLORIANOPOLIS
